unit,cycle,T24,T30,T48,T50,P15,P2,P21,P24,Ps30,P40,P50,Nf,Nc,Wf,alt,Mach,TRA,T2
1.0,20.0,581.9085755473495,1353.9102149369469,1656.8015764393617,1151.191846065752,14.742745685008035,11.577495861496288,14.96725450254623,18.09411674150467,266.99349079563586,271.86644987410386,11.575878180964812,1955.3336831837169,8317.227483239853,2.852775914725097,10786.071373752879,0.4959178642867989,56.382277572877754,503.8781578738563
1.0,21.0,586.3275008178749,1364.952992699542,1672.2939873118828,1159.2380289290963,15.257511550133572,11.95143216880004,15.489859441759972,18.74901946780412,277.7539390286562,282.8212082230306,11.941275737536856,1972.7109733731554,8356.971476602937,2.977101972268315,10025.090269636577,0.4983279657531595,57.05065556847057,507.0210150025734
1.0,22.0,571.9229255137994,1329.8746678995253,1623.6384515945485,1133.3242569659792,13.680463300831558,10.768836767912157,13.888795229270618,16.739337519961445,246.56825895204105,251.0601775406434,10.87406233333383,1917.0552585228095,8237.281743685859,2.6203356019909365,12326.025325119781,0.47751166537393863,55.251647831722934,496.36551889101713
1.0,23.0,575.8541221264798,1345.0176762024325,1651.1299968781084,1140.3126546032274,13.733518732532277,10.713063851031926,13.942658611707897,16.928309085418242,252.6208841704744,257.1724922683383,10.712619148039634,1966.5202495469239,8290.095763443318,2.6999878161955446,12975.283742331289,0.508458743355635,58.70973303030362,496.8646756530019
1.0,24.0,573.8524543775957,1336.0623923465143,1635.7716741577317,1128.934366236118,13.358352925313882,10.465970040261876,13.561779619608002,16.475653584777337,242.89834682491488,247.3000529924646,10.256358728345047,1953.3900405038733,8256.061364341365,2.58840788143718,14266.522150700492,0.5460868101822342,58.2565932672884,495.71669394946576
1.0,25.0,582.9812399112528,1356.835630760387,1661.864417459344,1152.529513458363,14.813137110757483,11.611661692115558,15.038717878941606,18.198769249227293,269.31814680837505,274.2235492117857,11.588004859429747,1963.0466905468968,8329.512454863854,2.881706415153578,10814.885802469136,0.5024425225340045,56.95479911639364,504.3632128941326
1.0,26.0,582.9837899425686,1356.8028234054045,1661.6623727939582,1152.2987862454593,14.813153282557343,11.611661692115558,15.03873429701253,18.198947792622086,269.2910764012615,274.19753253536464,11.587488191188088,1963.0466735137304,8329.439229446545,2.8809885286306325,10814.885802469136,0.5024425225340045,56.95479911639364,504.3632128941326
1.0,27.0,567.0692231471082,1315.0043864430752,1597.9256912354444,1126.012258391478,13.54723243423189,10.777271106808202,13.75353546622527,16.41328350298651,238.03378867088108,242.46836244870153,10.977115210095656,1875.0516271698862,8189.2482767920255,2.477479599282254,11635.14626391097,0.4322204609269747,50.87787631509414,495.22424698232555
1.0,28.0,588.0288369735446,1369.8123331986128,1681.2886057961239,1160.9625372439093,15.261247709095187,11.915684955552509,15.493652496543339,18.813465865641014,279.8142508936086,284.88623147380673,11.818807182444733,1988.2505185801185,8373.401179773231,3.014414594350304,10466.435123480987,0.5206209982273299,58.54352526662865,507.4441403148693
1.0,29.0,581.9201974928186,1353.8672537409736,1657.178986990268,1151.4741937148171,14.742816523493142,11.577495861496288,14.967326419789991,18.094922114299166,266.964104268402,271.83292120341486,11.575646475056974,1955.333711974653,8316.915807882437,2.8532607865857047,10786.071373752879,0.4959178642867989,56.382277572877754,503.8781578738563
1.0,30.0,582.9838703279207,1356.8295255832377,1662.0378564666753,1152.683876884156,14.813153840088475,11.611661692115558,15.038734863033985,18.198952646823553,269.31790999118135,274.2217217639562,11.588097618887515,1963.0467050403677,8329.442365451765,2.8820737006818593,10814.885802469136,0.5024425225340045,56.95479911639364,504.3632128941326
1.0,31.0,587.2938057838481,1366.3156544982562,1675.6457309894374,1157.1735256697632,15.10453370834625,11.806908085907391,15.334551988168782,18.62945731245842,276.0420952238924,281.04620789999274,11.636114862478768,1982.0824291467577,8359.824936893618,2.9757603233129033,10937.904402515724,0.5332377006297842,58.45127164172928,507.00089918618596
1.0,32.0,571.9238354686269,1329.910432572078,1624.1982436269661,1133.8897157249128,13.6804685911796,10.768836767912157,13.888800600182336,16.739395597403583,246.60181224992903,251.08995235322467,10.874866131737104,1917.0553308017622,8237.263452696589,2.6218080189636077,12326.025325119781,0.47751166537393863,55.251647831722934,496.36551889101713
1.0,33.0,567.0837261772116,1314.961268487554,1598.6400818699826,1126.6076033687907,13.547306693167545,10.777271106808202,13.753610856007663,16.41422078856529,238.01068158976392,242.43878888691188,10.977125997196977,1875.0516553633815,8188.828182073534,2.478606969934018,11635.14626391097,0.4322204609269747,50.87787631509414,495.22424698232555
1.0,34.0,575.8566786157984,1344.9988014009994,1651.1045437849943,1140.263442354422,13.733533487689618,10.713063851031926,13.942673591563063,16.928476496623148,252.6076656444307,257.1591040169274,10.71240418156753,1966.5202472898638,8290.025685401928,2.6997963680833656,12975.283742331289,0.508458743355635,58.70973303030362,496.8646756530019
1.0,35.0,581.5967529652619,1354.1670586793396,1660.6960160677063,1149.1535726238278,14.426185897699936,11.279963690729074,14.645874007817195,17.789688024382905,263.64596288246923,268.3988810387319,11.197532156572272,1966.6982654466212,8315.467310070073,2.8411415788205954,11924.162958115183,0.5230064118446792,58.38104689932619,502.2286105869649
1.0,36.0,573.3341901415026,1329.1440612823892,1621.6294616049863,1129.1440164447085,13.64312758695073,10.771521379583964,13.850890951219016,16.720468490591177,243.82783710025106,248.28334463042046,10.623886213834709,1917.9902704637504,8232.379853271972,2.5904436054203086,13095.309762532981,0.5224349942087813,55.300248316661666,497.7652453973375
1.0,37.0,581.9226210532388,1353.8894277378386,1657.6706826772372,1151.9572324224923,14.742831426529726,11.577495861496288,14.967341549776371,18.095089478810745,266.98762675249003,271.85273057608276,11.57626075638986,1955.3337568129796,8316.858045659304,2.854550783917797,10786.071373752879,0.4959178642867989,56.382277572877754,503.8781578738563
1.0,38.0,573.3454318241118,1329.0943454684505,1621.9674637791782,1129.3886107972921,13.643197420373465,10.771521379583964,13.85096184809489,16.721212416879528,243.79857543053265,248.2505399558373,10.6236145045784,1917.9902755759654,8232.079054442338,2.590792900072688,13095.309762532981,0.5224349942087813,55.300248316661666,497.7652453973375
1.0,39.0,582.5403552639234,1354.3889599166941,1658.854295351091,1153.1804820215193,14.820707662220551,11.631311367676417,15.046403717990406,18.19464072079528,268.6231513519425,273.5022538082798,11.628695391278907,1953.1716372908886,8318.732222720726,2.8818514974774567,10717.823471400394,0.49926294201224514,56.45458960109914,504.4244927201651
1.0,40.0,573.3477596582167,1329.093443139432,1622.157288236578,1129.5619905547933,13.6432119021917,10.771521379583964,13.850976550448427,16.721365444016914,243.80058049055566,248.2510249098211,10.623748734027844,1917.9902908457395,8232.017788618718,2.5911873711300273,13095.309762532981,0.5224349942087813,55.300248316661666,497.7652453973375
1.0,41.0,575.8762324087982,1344.9566047958904,1652.3393839945445,1141.357427850981,13.733646096419344,10.713063851031926,13.942787915146544,16.929758864192145,252.6024997870372,257.1434458730613,10.712998985198904,1966.5202713066,8289.516028962555,2.702223304365092,12975.283742331289,0.508458743355635,58.70973303030362,496.8646756530019
1.0,42.0,586.3569938618367,1364.8871759553426,1673.9345951837456,1160.65839817056,15.257702388724997,11.95143216880004,15.490053186522843,18.75112420090033,277.7276290428492,282.7793004397049,11.941806597776468,1972.7110109678197,8356.194159069744,2.9804195250512793,10025.090269636577,0.4983279657531595,57.05065556847057,507.0210150025734
1.0,43.0,586.2226157797561,1368.7230238867917,1685.9642330950533,1154.9481071362013,14.566639974679386,11.294303531888024,14.788466979369936,18.087232988491735,270.69809295298467,275.53419851494505,11.053323385861692,2009.8658808242662,8366.672876693761,2.9349717008954315,12582.406223358908,0.5609089222634235,61.35377582930544,503.6218137443282
1.0,44.0,588.0792703968461,1369.56733013828,1682.827850934358,1162.0928155946124,15.2615782916224,11.915684955552509,15.493988113322233,18.817066035226155,279.6785740010267,284.73257001016054,11.817661569774115,1988.2505265694197,8372.06524329536,3.016371843155525,10466.435123480987,0.5206209982273299,58.54352526662865,507.4441403148693
1.0,45.0,572.0770130485973,1327.9780791071678,1620.8122515600105,1135.1223626337578,13.843122086474125,10.961179615743577,14.053931052257996,16.872370504217372,245.9625060643616,250.47865568196823,11.029639722067719,1906.7770698883699,8228.871193080227,2.5942950007115018,11766.460238568588,0.47078265119381024,53.363819456005665,497.8407764358615
1.0,46.0,579.5656547020697,1352.0642912990334,1663.2223209068807,1142.9421191657686,13.882283508273947,10.807247424662766,14.093688840887257,17.18789929843375,255.84081130939782,260.4227983766403,10.607454446521785,1984.6559430079608,8311.032899759315,2.7524838600567247,13491.416508178014,0.5496273797222215,60.07811349641692,499.00781988334825
1.0,47.0,583.0369669430927,1356.593777002481,1663.9700893509269,1154.1885656262498,14.813491584213715,11.611661692115558,15.039077750470778,18.20266312386989,269.1963078699585,274.0794421273353,11.587363545186559,1963.0468424102357,8328.014073058648,2.884912229380855,10814.885802469136,0.5024425225340045,56.95479911639364,504.3632128941326
1.0,48.0,581.6436334533784,1354.03123664191,1662.8099869771795,1150.9072903868905,14.426480233135972,11.279963690729074,14.646172825518752,17.7929010859272,263.57529065401263,268.30798383945785,11.19764453040571,1966.6983885634913,8314.262807483155,2.844811189880939,11924.162958115183,0.5230064118446792,58.38104689932619,502.2286105869649
1.0,49.0,582.0001152973533,1353.5976495574073,1660.0804370668836,1153.730685673279,14.743302837529487,11.577495861496288,14.967820139623846,18.100461786796263,266.7816683366491,271.62027124739325,11.574502217273123,1955.3338474502075,8314.78856770986,2.8574492732536965,10786.071373752879,0.4959178642867989,56.382277572877754,503.8781578738563
1.0,50.0,581.6945989404625,1353.7730594098307,1663.7088243348903,1151.374952602568,14.426799378664356,11.279963690729074,14.646496831131328,17.796394206324955,263.39961940684077,268.1197915277059,11.195426511903639,1966.6983823742555,8312.927710467136,2.844805221461318,11924.162958115183,0.5230064118446792,58.38104689932619,502.2286105869649
1.0,51.0,575.9710212816155,1344.4940306125986,1654.6271303927747,1142.8569467764144,13.73419092531131,10.713063851031926,13.943341040925189,16.935968350600724,252.3267415988629,256.8410836151655,10.710043516980834,1966.520294368217,8286.99313426128,2.703889175779596,12975.283742331289,0.508458743355635,58.70973303030362,496.8646756530019
1.0,52.0,579.614197125933,1351.858496737335,1664.6545390027545,1143.9804353397235,13.882582078745157,10.807247424662766,14.093991958116915,17.191098448561565,255.72063834800375,260.28735051013655,10.60637071151397,1984.6559574534913,8309.782290546986,2.7541048324674486,13491.416508178014,0.5496273797222215,60.07811349641692,499.00781988334825
1.0,53.0,588.1608976048738,1369.2071774107233,1685.3237095296565,1163.9268162675212,15.262113132428539,11.915684955552509,15.494531098912224,18.82288673917907,279.46124741344573,284.48641163989964,11.815768012084494,1988.2505949452452,8369.917198793079,3.019548036897698,10466.435123480987,0.5206209982273299,58.54352526662865,507.4441403148693
1.0,54.0,581.0771236307771,1349.399102426815,1654.3784128533177,1145.5187782561031,14.432558830951239,11.352450662854078,14.652343990813439,17.738394703001646,259.80415786920435,264.53683392940667,11.139219117713598,1957.4772174216062,8302.653754029388,2.7673702584029214,11862.90610006854,0.5290162413188902,56.55305806735837,503.0437746639361
1.0,55.0,567.2185643726735,1314.3955467162637,1602.9232539018622,1129.7324248322725,13.547995617257717,10.777271106808202,13.754310271327634,16.422937367468414,237.63952214848757,242.0229369394297,10.973988118348995,1875.0517927002954,8184.908513249541,2.482954377007942,11635.14626391097,0.4322204609269747,50.87787631509414,495.22424698232555
1.0,56.0,572.1793959438296,1327.5613614064648,1623.9197246097813,1137.360554804404,13.843710469478367,10.961179615743577,14.05452839540951,16.879135313735294,245.68145849956446,250.16444674274916,11.02713559357556,1906.7772387637547,8226.01549677177,2.5974514567427476,11766.460238568588,0.47078265119381024,53.363819456005665,497.8407764358615
1.0,57.0,580.2054820661987,1351.2411929247885,1664.5708436695422,1149.2253299079314,14.145693146163145,11.039854620535467,14.361109793059029,17.47707511170232,259.020943839821,263.6346122400715,10.931247063150789,1971.5786718902507,8304.932476030548,2.7971935585622902,12584.755958549224,0.5293528936841945,58.892447008123064,500.37463249081065
1.0,58.0,582.7353846602247,1353.478365665307,1664.0180808359908,1156.7205739467884,14.821945268344864,11.631311367676417,15.04766017090849,18.208307214315262,268.0382616645435,272.8557058359727,11.622859499689309,1953.171876083246,8313.50335706508,2.8866476946611566,10717.823471400394,0.49926294201224514,56.45458960109914,504.4244927201651
1.0,59.0,581.8408967223077,1353.145181456452,1667.6475149812456,1154.1088685521818,14.42771687967074,11.279963690729074,14.647428304234253,17.806360132198662,262.9882824909747,267.6636073701661,11.191295224828076,1966.698435470827,8309.125206827057,2.848628383437425,11924.162958115183,0.5230064118446792,58.38104689932619,502.2286105869649
1.0,60.0,582.7780661724373,1353.3091053597307,1665.164023292013,1157.5119588915898,14.822215453437112,11.631311367676417,15.04793447049453,18.211293755021863,267.9122134104082,272.71641012604107,11.621601056382424,1953.1720035658814,8312.382382746031,2.8877368144376017,10717.823471400394,0.49926294201224514,56.45458960109914,504.4244927201651
1.0,61.0,572.2246049058156,1328.4871469673483,1632.685656170199,1139.867807123186,13.682117712564057,10.768836767912157,13.890474835090416,16.759157904029216,245.7648235919518,250.16022480164793,10.866951162405398,1917.0556884927435,8229.039753199002,2.62980316085665,12326.025325119781,0.47751166537393863,55.251647831722934,496.36551889101713
1.0,62.0,592.3158550179745,1381.1410812490574,1711.5462539498023,1177.5510972328539,15.623399700513412,12.114261932954731,15.861319492907016,19.35870530724596,289.6351854133167,294.7337507529207,12.068066978534446,2014.3738302383852,8406.666808897478,3.1729071506777107,10070.403146509341,0.5219128097287556,60.589610811531735,509.0899640417426
1.0,63.0,572.3027098259804,1328.1288264673592,1634.5735362241007,1141.0946210516674,13.682542964047416,10.768836767912157,13.890906562484687,16.76427220330862,245.5278011753825,249.90156130929446,10.864428095318008,1917.0557385863194,8226.920257715114,2.6310137616099496,12326.025325119781,0.47751166537393863,55.251647831722934,496.36551889101713
1.0,64.0,587.729040460962,1364.7945224645239,1686.8510187492554,1164.7736370189298,15.107323140589864,11.806908085907391,15.337383899076002,18.659868878397724,274.7474331742827,279.61975323989515,11.622500781696472,1982.0825783807586,8348.6617274715,2.986161570092347,10937.904402515724,0.5332377006297842,58.45127164172928,507.00089918618596
1.0,65.0,572.3567894326383,1327.896162023338,1635.7522438426906,1141.8121741352477,13.68283704284295,10.768836767912157,13.89120511963751,16.767807344791336,245.35631427667525,249.71611223000528,10.862492656255066,1917.0557490846609,8225.464628102034,2.6315092768026926,12326.025325119781,0.47751166537393863,55.251647831722934,496.36551889101713
1.0,66.0,572.4192646483527,1327.6377385317687,1637.1121245353743,1142.639255742595,13.683175728516012,10.768836767912157,13.891548962960416,16.771888699041217,245.1581950196596,249.50204870296218,10.860249218444114,1917.05576050634,8223.795358117612,2.6320651373531576,12326.025325119781,0.47751166537393863,55.251647831722934,496.36551889101713
1.0,67.0,586.7861381336327,1366.3949697647795,1700.14965303786,1164.2247079539018,14.570469803739863,11.294303531888024,14.792355130700368,18.122473952636295,268.9538001094368,273.62259978915165,11.033693581049949,2009.8659431879307,8351.91809471373,2.9461632864730882,12582.406223358908,0.5609089222634235,61.35377582930544,503.6218137443282
1.0,68.0,587.9539970947566,1364.0042455208077,1692.6739415683985,1168.5415785177624,15.108900660310294,11.806908085907391,15.338985441939387,18.673507753312443,273.9769238536471,278.7797320288785,11.61375106405599,1982.0826086578707,8342.543031899728,2.9904026463530053,10937.904402515724,0.5332377006297842,58.45127164172928,507.00089918618596
1.0,69.0,580.7114340257741,1349.252124326807,1677.0491071817569,1157.3423111194786,14.148899825537416,11.039854620535467,14.36436530511413,17.509172964405987,257.4761573191232,261.9474765241874,10.9141144754656,1971.578861907984,8291.66148731011,2.806087665430825,12584.755958549224,0.5293528936841945,58.892447008123064,500.37463249081065
1.0,70.0,592.789070617014,1379.5647760840338,1723.0579696969703,1184.9340938012585,15.626726094222462,12.114261932954731,15.86469654235783,19.390004855472377,288.04457666370513,293.00116045669165,12.049863996374153,2014.3739153482566,8394.37068150257,3.181399538312097,10070.403146509341,0.5219128097287556,60.589610811531735,509.0899640417426
1.0,71.0,587.0895513168011,1365.2236169329308,1707.4028257420146,1168.6468087043943,14.572649809380776,11.294303531888024,14.794568334396725,18.13958123137453,267.90465174380256,272.48693241774356,11.021029996723042,2009.865917374553,8343.755138024146,2.9499683430156067,12582.406223358908,0.5609089222634235,61.35377582930544,503.6218137443282
1.0,72.0,581.9184338141803,1346.3150846527533,1675.391426298722,1158.9213773666033,14.438133119453724,11.352450662854078,14.658003166958096,17.790214744809827,257.0388624938485,261.5275320033909,11.108418397229393,1957.4774189135921,8279.708194600647,2.7806573561733017,11862.90610006854,0.5290162413188902,56.55305806735837,503.0437746639361
2.0,1.0,567.5757745662206,1333.6294756972682,1645.7792583436346,1118.4928362783735,12.023635832016339,9.225629121776468,12.206736885295776,15.02461969297237,228.47322672169852,232.47133208975742,9.075118615216072,1997.8764496365222,8250.72235634836,2.4706693930375176,18223.302077404667,0.5859153240868227,65.24170403651507,484.94201158202304
2.0,2.0,572.3235878358319,1343.598040977873,1655.5349267970375,1131.936840956748,12.894883569411418,9.950815179112787,13.091252354732404,16.018560802186187,242.76453427855557,247.066924707508,9.897975197585982,1995.1248298211744,8285.94244868945,2.611939744158698,15494.071372794002,0.5426616093506575,62.870778831935915,490.7763209069108
2.0,3.0,566.0829004277189,1330.5675598034295,1640.4889097982962,1112.1933499659676,11.865171262001683,9.116757259688969,12.045859149240286,14.817891264319389,224.88866046725016,228.85973799162323,8.875280942587723,2001.2955110783992,8244.411283708283,2.4090816353225804,18632.445416297607,0.5919502065793353,64.67879705665595,483.98535150545814
2.0,4.0,566.5820007312503,1330.4559321544002,1639.2726419371415,1111.7359148852688,11.883803589761555,9.150441037418277,12.064775218032034,14.826857306586264,224.09266308012806,228.06357769016714,8.872324190294147,1999.0003149604897,8243.64171144893,2.3949002300051143,18612.410631658237,0.5979658421018749,64.37661994918483,484.6995344904497
2.0,5.0,563.8722162487878,1324.1440186216728,1632.420046317055,1113.0884236932955,11.771580884843349,9.065288252170118,11.95084353791203,14.67218048879894,222.3530545891172,226.24969564236616,8.961489698346057,1980.6606512378257,8218.019314493622,2.397257454829211,18491.423016803437,0.5739438437178713,64.37564633664977,482.64917735555804
2.0,6.0,565.5421068159915,1320.1603700362652,1619.7952187924686,1111.4949505000423,12.09414080137887,9.386489887689747,12.278315534394793,15.021032653015993,224.58961534828262,228.56429064987051,9.194917817953185,1951.6562602110807,8202.500026866239,2.4202909406812547,17666.071159480955,0.5788710262359761,61.755563982264576,486.2526982170472
2.0,7.0,569.000935385704,1324.939126094845,1616.6194059830073,1126.1718646883035,13.288321589275375,10.468823557994297,13.490681816523223,16.24861673103864,239.32263483227615,243.70961995871707,10.520035626158052,1918.6019733882229,8223.35771891122,2.520514597994453,13134.38038916444,0.4829903498422731,55.2045768146886,493.84606053072844
2.0,8.0,561.9367070326552,1322.5822883892686,1633.7338893991785,1108.454281576409,11.374777623843391,8.701348103027506,11.547997587658266,14.238808591115605,217.5965033626719,221.37710609648923,8.560502985962245,1992.6569875104767,8213.623763001824,2.3516928954750274,19878.392489304388,0.5952399975995484,65.78759358012721,479.6615584140803
2.0,9.0,559.6923170591908,1322.5593104250588,1640.015183461517,1104.0861629457092,10.878794107301417,8.259302020780401,11.044461022641032,13.68460139481733,211.13543736078378,214.75863305710575,8.116619272989043,2016.0373464325235,8215.88561586877,2.290794800875135,21706.372781820504,0.6186055767609214,69.58698809334075,475.12387360083903
2.0,10.0,562.2498195118078,1321.0795028254277,1629.2771358732382,1101.333996504818,11.276054291140325,8.661356979402596,11.447770853949569,14.102882000029217,213.37427945399116,217.13040092437302,8.341419431352286,1996.8537013843143,8211.883422624418,2.2806451709055544,20406.699005550417,0.6198435182494493,65.39654120552,480.2325784035264
2.0,11.0,564.6767320385018,1320.3239268490127,1619.711004872989,1110.2950948574487,12.113412088650481,9.436068042270774,12.297880293046175,14.991173549874908,223.29366336273515,227.30362645865884,9.231844327098237,1958.0947575620946,8207.136687395963,2.3695972551903606,17305.326463184392,0.5635634823470764,60.689136855027606,486.0814591337666
2.0,12.0,568.8542645504517,1336.4684576430625,1649.617202332739,1120.7877405637064,12.162828581204172,9.337102077197596,12.348049321019467,15.196899901119503,230.973942137489,235.0235921666382,9.160794680635318,2002.8896239286323,8260.96138854036,2.4948561133723786,17901.78892027621,0.5859259389485867,65.08430998802784,486.1370696915255
2.0,13.0,568.9261112321825,1331.5356245771052,1637.2873826644905,1116.8626385898885,12.34727576794879,9.568256379753624,12.53530534817136,15.345840334708194,229.77137094631382,233.87103598131958,9.290524765955032,1982.6778799235603,8244.746176292096,2.45440230910902,17258.691927512355,0.584257429028068,62.28192286546385,488.3665007742626
2.0,14.0,571.4273819856744,1330.5871518016927,1625.913665010244,1120.925183773537,13.137500535443792,10.314931845441912,13.337563995374406,16.16288942197444,237.92033531953294,242.28304976915294,10.065472382441039,1949.6017785435179,8244.72516234741,2.504889555498192,14616.77216682749,0.5446353737878764,57.445834361587906,494.2534731691724
2.0,15.0,575.9813282082177,1349.3214354371507,1660.7649349258595,1136.377154616925,13.347697365661263,10.330330771356438,13.550961792549506,16.559622918472172,249.50900936846875,253.9638560581923,10.196370500400509,1996.0084136791152,8305.903807649653,2.6793223588857247,14614.16457640133,0.5484979269005376,61.812078463503376,494.6402241005847
2.0,16.0,559.9425726971444,1316.8352389765782,1626.126985457598,1100.847273711828,11.081838385994827,8.501527779502196,11.250597346187641,13.863065554508168,210.51492427116156,214.18520263149077,8.273896559811908,1990.1195084205676,8195.948760451627,2.2649369397361103,20919.409876224858,0.6152294191650474,66.43451644391851,477.7675758897732
